SubLevel,QNumber,QContent,AnswerA,AnswerB,AnswerC,AnswerD,CorrectAnswer,Passed
103,1029,"...... I get angry and upset, I try to take ten deep breaths.",Until,Whenever,Therefore,For,Whenever,0
103,1030,"...... you select reverse gear, the car goes backwards.",In spite of,Unless,If,For,If,0
104,1031,Mr. Phuong will substitute ...... the history teacher who is out of town.,from,at,for,with,for,0
104,1032,Let's ask our teacher how to solve this problem ...... we can't agree on the answer,because of,since,consequently,as long as,since,0
104,1033,He made a speech at a wedding reception. He spoke during the ......,wedding,marriage,ceremony,party,party,0
104,1034,Minh did not do well in the class because ......,he studied bad.,he was not good studywise.,he was a badly student.,he failed to study properly.,he failed to study properly.,0
104,1035,The people at the party were worried about Jane because no one was aware ...... she had gone,of where,of the place where,where that,the place,of where,0
104,1036,Is this car capable ....... us all way to our hometown?.,in getting,about getting,of getting,for getting,of getting,0
104,1037,It was not until she had arrived home ...... remembered her appointment with the doctor,when she,that she,and she,she,that she,0
104,1038,The witness's account was not ...... with the facts.,match,reliable,consistent,confirmed,consistent,0
104,1039,We express our thoughts by means ...... word.,in,to,on,of,of,0
104,1040,My roommates ...... dinner by the time I got home.,finished,finish,had finished,have finished,had finished,0
105,1041,The suggestions above are just some of the ways to increase your ........ awareness,culture,culturally,cultural,cultured,cultural,0
105,1042,Those fellows seem dull and I want to get ...... of them quickly.,pant,rid,chance,difficult,rid,0
105,1043,Children with ....... faces waiting for the pantomime to start.,expectant,expected,expect,expectation,expectant,0
105,1044,There are three categories ...... answers you can choose one.,of,about,with,in,of,0
105,1045,The film didn't ...... to our expectations.,equal,give,equally,gave,equal,0
105,1046,He returned money to the man who ...... it.,loose,have lost,lost,had lost,had lost,0
105,1047,Either my answer or yours ....... wrong.,is,are,has,have,is,0
105,1048,He was ...... to prevent it.,power,powerly,powerless,unpower,powerless,0
105,1049,You were responsible ...... the error.,to,for,on,in,for,0
105,1050,We was delighted ...... you've won the first prize in the National mathematics competition,that,when,why,where,that,0
106,1051,The pilot agreed to land the plane only ..... the hijackers threatened in shoot some of the passengers.,which,when,that,where,when,0
106,1052,Radioactivity causes cancer and may ...... future generations.,create,affect,develop,even help,affect,0
106,1053,A good student must know ......,to study hard,to be a good student,how to study effectively,the way of effectively in study,how to study effectively,0
106,1054,We felt ashamed ...... his action.,to,of,on,for,of,0
106,1055,She was unable to speak from .......,fear,fearsome,fearful,fearless,fear,0
106,1056,Historians will never agree completely the effects of ...... the world's first atomic bomb ...... the World War II,drop / to end,dropping / to be ended,dropping / to end,drop / end,dropping / to end,0
106,1057,It is very important that you learn how ...... this tool.,to use,using,use,used,to use,0
106,1058,You should get into the habit of ...... at least one newspaper daily.,to read,reading,being read,read,reading,0
106,1059,The quality of this photograph is not noticeably different ...... that one,for,with,from,of,from,0
106,1060,Prices continue to show an upward .......,tend,tendency,tendentious,tendentiously,tendency,0
107,1061,There are ways ...... that.,doing,to be done,done,to do,to do,0
107,1062,It is a thing worth ......,being done,to be done,doing,do,doing,0
107,1063,She's perfectly ....... in her demands.,reason,reasoned,reasonable,reasonably,reasonable,0
107,1064,The tourists complained ....... any sleep.,for not getting,about not getting,on not getting,in not getting,about not getting,0
107,1065,The fact that many students tend ...... interest in literature.,lose,losing,to lose,being lost,to lose,0
107,1066,Ann hoped ...... to join the private club. She could make important business contracts there.,inviting,being invited,to invite,to be invited,to be invited,0
107,1067,Would you mind not ...... the radio until I have finished with this phone call?,turning on,being turned on,to turn on,to be turned on,turning on,0
107,1068,I finally finished ...... at 7.00 p.m. and served dinner.,cooking,being cooked,to cook,to be cooked,cooking,0
107,1069,Women ....... to live longer than men.,tend,tendency,tendentious,tendentiously,tend,0
107,1070,"Instead of ...... about the good news, Tom seemed to be indifferent",exciting,being excited,to excite,to be excited,being excited,0
108,1071,Some people think that the camel ........ water in its hump.,store,stores,stored,had stored,stores,0
108,1072,The thief was ....... to six months' imprisonment.,given,allowed,sent,sentenced,sentenced,0
108,1073,She said she ........ this race,wants to win,want to win,wanted to win,wanting to win,wanted to win,0
108,1074,They informed me about it. That's the ....... I received.,inform,informs,informations,information,information,0
108,1075,The examiner must have pleased ...... my performance.,for,with,about,in,with,0
108,1076,Each of the intelsat satellites ...... in a fixed position from which they relay radio signals to more than seventy earth stations,remain,remains,remained,remaining,remains,0
108,1077,The jury isn't satisfied ...... his answer.,to,with,about,of,with,0
108,1078,"The cabinet consists of secretaries of departments, who report to the president, give him advice, and ...... him make decisions",helping,to help,help,with helping,help,0
108,1079,I've succeeded ...... hold of the telephone number.,in getting,on getting,upon getting,about getting,in getting,0
108,1080,Some important characteristics of the baroque style were a renewed interest in ornamentation and a powerful ....... of both light and shade,use,useful,useless,to use,use,0
109,1081,It's an ....... advice service.,occupied (v),occupied (adj),occupation,occupational,occupational,0
109,1082,Henry Wadsworth Longfellow was not only a poet and an author but ..... the chairman of the modern language department at Harvard university for more than eighteen years.,also,as well,so well,so,also,0
109,1083,Many grasshoppers can produce sounds by ...... their hind legs against their wings,rub,to rub,rubbed,rubbing,rubbing,0
109,1084,She put a (well-) ....... case for increasing the fees.,reason,reasoned,reasonable,reasonably,reasoned,0
109,1085,It may be argued that modern presidents have far ...... responsibilities than their predecessors did,great,more great,greater,most great,greater,0
109,1086,Almost all life depends .... chemical reactions with oxygen to produce energy,with,to,on,for,on,0
109,1087,"Cotton fiber, like other vegetable fibers, ...... composed mostly of cellulose",are,is,has,have,is,0
109,1088,A barometer is a device with a sealed metal chamber designed ...... the changes in the pressure of air in the atmosphere,to reading,read,reading,to read,to read,0
109,1089,....... missile was used in the war between American and Irak.,Guidance,Guide,Guided,Guideless,Guided,0
109,1090,"The native people in the Americas were referred to as Indians because according to the .... at the time, Christopher Columbus had reached the East Indies.",believe,belief,believed,believer,belief,0
110,1091,The Sloths spend most of ..... time hanging upside down from trees and feeding on leaves and fruit,its,his,her,their,their,0
110,1092,We were very proud of his .......,fearful,fearfulness,fearless,fearlessness,fearlessness,0
110,1093,There is no limit to the diversity to be ...... in the cultures of people throughout the world,finding,found,find,to find,found,0
110,1094,Natural gas often occurs together ....... petroleum in the minute pores of rocks such as sandstone and limestone,with,in,by,along,with,0
110,1095,"Champlain founded a base at port royal in 1605, and ..... a fort at Quebec three years later",builds,built,to built,building,built,0
110,1096,I knew I could rely ...... them to get the job done.,in,with,of,on,on,0
110,1097,Studies of job satisfaction are unreliable because there ...... so many variables and because the admission of dissatisfaction may be viewed as a personal failure.,was,were,is,are,are,0
110,1098,Mathematics is ...... and serves so many of the sciences that it is a prerequisite for studying every scientific discipline,such important field,such an important field,such a important field,so an important field,such an important field,0
110,1099,The area where a microchip is manufactured must be the ..... environment possible,most cleanest,cleanest,more cleanest,cleaner,cleanest,0
110,1100,The prime rate is the rate of interest that a bank will charge when it .... money to its best clients,lent,borrows,borrowed,lends,lends,0
111,1101,There are many beautifully preserved historic buildings ......,in Beacon street in Boston,in Beacon street at Boston,on Beacon street in Boston,at Beacon street on Boston,on Beacon street in Boston,0
111,1102,"According to a recent survey, ...... doctors do not have a personal physician.",a large amount of,large amount of,a large number of,large number of,a large number of,0
111,1103,You ought to book in advance. You can't rely ....... a hotel room.,on finding,in finding,of finding,about finding,on finding,0
111,1104,The two main ...... are permanent magnets and electromagnets.,kinds of magnets,kind of magnets,kind magnets,kinds magnets,kinds of magnets,0
111,1105,"In order for people who spoke different languages to engage in trade ......, they often developed a simplified language called ""pidgin""",with each the other,with each to the other,with each another,with each other,with each other,0
111,1106,The bacteria in milk is destroyed when ...... to at least 62 C.,it be heated,it heated,it is heated,it will be heated,it is heated,0
111,1107,In excess of 80 percent of the UN's budget is used ...... the economic development of member nations,support,supporting,the support,to support,to support,0
111,1108,...... the plow is being displaced by new techniques that protect the land and promise more abundant crops,As a whole,Wholly,On a whole,The whole,As a whole,0
111,1109,That most natural time units are not simple multiples of each other ...... in constructing a calendar,it is a primary problem,is a primary problem,a primary problem is,a primary problem,is a primary problem,0
111,1110,"Before Alexander Fleming discovered penicillin, many people died .......",infected with simple bacteria,from simple bacterial infections,infections were simple bacteria,infecting of simple bacteria,from simple bacterial infections,0
112,1111,Uranus is just ...... to be seen on a clear night with the naked eye.,bright enough,enough brightly,as enough bright,bright as enough,bright enough,0
112,1112,A baby is under parental .......,guidance,guide,guided,guideless,guidance,0
112,1113,"..... like ""Macdonalds"" and ""Kentucky fried chicken"" have used franchising to extend their sales internationally",Chain's restaurants,Chains restaurants,Chain restaurant,Chain restaurants,Chain restaurants,0
112,1114,The ....... I'm late is that I missed the bus.,reason,reasoned,reasonable,reasonably,reason,0
112,1115,A dolphin ...... a porpoise in that it has a longer nose.,different,differs,different than,differs from,differs from,0
112,1116,This table is already .......,occupy,occupied,occupation,occupational,occupied,0
112,1117,The yearly path of the sun around the heavens .......,is known as the ecliptic,known as the ecliptic,it is known to be ecliptic,knowing as the ecliptic,is known as the ecliptic,0
112,1118,I read two books but neither book ....... very interesting.,has been,had been,was,were,was,0
112,1119,...... unknown quantities is the task of algebra.,To found,Find,The find,Finding,Finding,0
112,1120,We are all amenable ...... discipline.,with,at,to,for,to,0
113,1121,The seed heads of teasel plants raise the nap on coarse tweed cloth ...... than do the machine tools invented to replace them,more efficiently,efficiently more,efficient,most efficient,more efficiently,0
113,1122,"Although the scientific community had hoped that the field of transplantation ......, the shortage of organ donors has curtailed research",progress,had progressed,would progress,progressing,would progress,0
113,1123,"One of Shaw's ......, ""Pygmalion"", was the story that formed the basis for the musical play ""my fair lady""",greatest work,greatest works,the greatest work,the greatest works,greatest works,0
113,1124,Both liquids and gases flow freely from a container because they have .......,not definite shape,none definite shape,nothing definite shape,no definite shape,no definite shape,0
113,1125,Seals can ...... because they have a thick layer of blubber under their fur.,keep them warm,keep themselves warm,they keep warm,keep their warm,keep themselves warm,0
113,1126,Research in the work place reveals that people work for many reasons ......  .,money beside,money besides,beside money,besides money,besides money,0
113,1127,I believe ....... things openly.,of discussing,for discussing,in discussing,on discussing,in discussing,0
113,1128,...... owe much of their success as a group to their unusual powers of migration,That birds,A bird,The bird,Birds,Birds,0
113,1129,"Although exact statistics vary because of political changes, ...... separate nation states are included in the official lists at any one time",more than two hundred,as much as two hundred,many as two hundred,most that two hundred,more than two hundred,0
113,1130,Nerve impulses ...... to the brain at a speed of about one hundred yards per second.,sending sensations,to send sensations,send sensations,be send sensations,send sensations,0
114,1131,The U.S. postal service policy for check approval includes a requirement that two pieces of identification .......,must present,presented,be presented,for presentation,be presented,0
114,1132,I saw a sample ...... her work and it was quite impressed.,of,in,on,about,of,0
114,1133,They discussed the matter calmly and .......,reason,reasoned,reasonable,reasonably,reasonably,0
114,1134,The decomposition of microscopic animals at the bottom of the sea results in an accumulation of ...... in porous rocks,the oil,oil,an oil,oils,oil,0
114,1135,"When Franklin Roosevelt decided to run for a fourth term, the opposition said that he was .....",so old,too old,oldest,very older,too old,0
114,1136,The lights and appliances in most homes use alternating current ......,instead direct current,instead of direct current,that instead direct current,for direct current instead,instead of direct current,0
114,1137,The consistency of protoplasm and that of glue ......,they are alike,are similar to,are similar,the same,are similar,0
114,1138,Parents have great ....... for their children's future.,expectant,expectancies,expects,expectations,expectations,0
114,1139,"A vine climbs from one tree to another, continuing to grow and support itself even when the original supporting tree is ...... longer alive",no,not,any more,none,no,0
114,1140,The battle field was a ....... sight.,fear,fearsome,fearlessly,fearless,fearsome,0
115,1141,"Products in this shop were ....... arranged, displayed, presented on the shelves",attract,attractive,attraction,attractively,attractively,0
115,1142,It is essential that cancer ..... diagnosed and treated as early as possible in order to assure a successful cure,is,been,was,be,be,0
115,1143,.... poetry is more enjoyable when it is read aloud.,Almost,Most,Many,Few,Most,0
115,1144,"Starfishes and sea urchins, members of the echinoderms or spiny skinned animals, are particularly ....... because of their unusual structures",to interest,interest,interested,interesting,interesting,0
115,1145,"Since lightning was probably significant in the formation of life, understanding it might help us ...... life itself",understanding,understand,understood,to understanding,understand,0
115,1146,"The practical and legal implications of euthanasia, the practice of causing the death of a person suffering from an incurable disease, are so controversial ....... it is illegal in most countries",as,when,since,that,that,0
115,1147,"I used to earn ....... money, but then I lost my job.",a lot of,many,lot,few,a lot of,0
115,1148,"If the oxygen supply in the atmosphere ...... replenished by plants, it would soon be exhausted.",were not,was not,had not been,has not been,were not,0
115,1149,The exam results could ....... your career.,determinant,determination,determine,determined,determine,0
115,1150,Three dangerous criminals escaped ...... prison yesterday.,from,for,out,for,from,0
116,1151,Civil engineers had better .... to use steel supports in concrete structures built on unstable geophysical sites,planning,to plan,plan,plans,plan,0
116,1152,"Because ....... food is as nutritious for a baby as its mother's milk, many women are returning to the practice of breast feeding.",not,no,none,some,no,0
116,1153,Supersonic transport ..... the Concorde will probably be widely accepted as soon as problems of noise and atmospheric pollution are resolved,such,so as,so,such as,such as,0
116,1154,Anyone reproducing copyrighted works without permission of the holders of the copyrights ...... breaking the law,are,is,was,were,is,0
116,1155,"In ancient times and throughout the middle ages, many people believed that the earth ..... motionless",is,are,was,were,was,0
116,1156,Nitrogen must be ...... with another element such as hydrogen or oxygen to be useful in agriculture or industry,combine,combining,to combine,combined,combined,0
116,1157,"Oscillatona, one of the few plants that can move about, ....... a wavy, gliding motion",having,has,being,with,has,0
116,1158,John F. Kennedy was the youngest president of the United States and ....... to be assassinated,the fourth,fourth,four,the four,the fourth,0
116,1159,A ....... is a person who searches for valuable minerals.,prospect,prospects,prospector,prospective,prospector,0
116,1160,Double-stars orbit ....... .,each to the other,each other,each other one,other each one,each other,0
117,1161,"Green and magenta are complementary colors located opposite each other on the color wheel, .......",and blue and yellow so,and too blue and yellow,and so blue and yellow do,and so are blue and yellow,and so are blue and yellow,0
117,1162,"....... thought was given, but all was not approved.",A large number of,A great deal of,Many of,Many,A great deal of,0
117,1163,"All of them are freshmen, ....... whom come from countryside.",most of,most,both a and b are correct,most of the,most of,0
117,1164,All the cereal grains ....... grow on the prairies and plains of the United States,but rice,except the rice,but for rice,excepting rice,but rice,0
117,1165,"To relieve pain caused by severe burns, prevent infection, and treat for shock, ........",taking immediate steps,to take immediate steps,taken steps immediately,take immediate steps,take immediate steps,0
117,1166,A vacuum will neither conduct heat nor .......,transmit sound waves,transmitting sound waves,sound waves are transmitted,the transmission of sound waves,transmit sound waves,0
117,1167,Often a team of engineers is .......,work on one project,on one project work,working on one project,to working on one project,working on one project,0
117,1168,Your mistakes in composition are similar ...... his.,by,to,on,with,to,0
117,1169,Goods for sale at ....... prices.,attract,attractive,attraction,attractively,attractive,0
117,1170,The flag of the original colonies may or may not have been .... by Betsy Ross during the revolution,made,make,to make,making,made,0
118,1171,Optical fibers ....... to deliver laser light.,can also used,also can use,can also be used,also can be used,can also be used,0
118,1172,Every country ....... a national flag.,is,are,has,have,has,0
118,1173,"The extent to which an individual is a product of either heredity or environment ......, but several theories have been proposed",cannot proved,cannot be proved,cannot prove,can be proved,cannot be proved,0
118,1174,Jane Addams had already established full house in Chicago and ...... her work in the women's suffrage movement when she was awarded the Nobel prize for peace.,began,begun,begin,beginning,begun,0
118,1175,I was shocked ...... the news of the crashed plane.,about,with,of,at,at,0
118,1176,"Without alphabetical order, dictionaries would be ...... to use.",possibility,possible,impossibility,impossible,impossible,0
118,1177,"The corals can be divided into three groups, two of which ..... extinct.",is,are,was,were,are,0
118,1178,I didn't enjoy this book on how to succeed in business. It wasn't very .......,poorly written,well typed,well written,good written,well written,0
118,1179,One way to inform the public about factories that pollute the environment is through ....... programs on TV,agricultural,educational,industrial,cultural,educational,0
118,1180,"Traditionally, the flag is ....... in the morning and taken down at night.",raised,raise,risen,rise,raised,0
119,1181,A ....... mountaineer reached the top of the Himalaya last week.,fearful,fearfulness,fearless,fearlessness,fearless,0
119,1182,"In 1975, according to the national center for health statistics, the average life expectancy for people born during that year ....... 72.4 years",is,were,are,was,was,0
119,1183,Television has little ....... for me.,attract,attractive,attraction,attractively,attraction,0
119,1184,Who is responsible ...... the project?,for,to,with,about,for,0
119,1185,The main ....... of economics success is our ability to control inflation.,determinant,determination,determine,determined,determinant,0
119,1186,The government requires that a census be taken every ten years ...... accurate statistics may be compiled,so,so that,such,such that,so that,0
119,1187,This new model not only saves time but also ..... by operating on two batteries instead of four,energy,to save energy,save energy,saves energy,saves energy,0
119,1188,"Located in New York, apartments cost more to rent than they ..... in other, smaller cities",do,did,will,would,do,0
119,1189,"Although federal support for basic research programs ...... much less than it was ten years ago, more funds are now available from the national science foundation.",are,is,was,were,is,0
119,1190,Those of us who have a family history of heart disease should make yearly appointments with ...... doctors,their,our,his,her,our,0
120,1191,She viewed the ....... of a week alone in the house without much enthusiasm,prospect,prospects,prospector,prospective,prospect,0
120,1192,"Students in the United States often support themselves by babysitting, working in restaurants, or ...... taxicabs",they drive,to drive,driving,drive,driving,0
120,1193,The oxygen content of mars is not ...... to support life as we know it.,sufficient enough,too sufficient,enough sufficient,sufficient,sufficient,0
120,1194,Neither the mathematics department nor the biology department at state university requires that the students ...... a thesis in order to graduate with a master's degree.,must write,write,will write,would write,write,0
120,1195,People with exceptionally high intelligence quotients may not be the best employees since they become bored ...... their work unless the job is constantly changing.,of,with,in,of,with,0
120,1196,The most common form of treatment ........ mass inoculation and chlorination of water sources,it is,they are,is,are,is,0
120,1197,His body-guard will keep him safe ...... the crowded.,from,on,to,of,from,0
120,1198,"Unlike most Europeans, many Americans ....... a bowl of cereal for breakfast every day",used to eating,are used to eat,are used to eating,use to eat,are used to eating,0
120,1199,The artistic medium of clay is ....... that images have been found near the remains of fires from the last ice age,so old,such an old,oldest,old,so old,0
120,1200,"We had hoped ....... the game, but the other team played very well.",state university to win,that state university win,that state university would win,state university's winning,that state university would win,0
121,1201,The bird's egg is such an efficient structure for protecting the embryo inside ....... difficult for the hatchling to break,that is,that,and is,that it is,that it is,0
121,1202,I'm ....... to succeed.,determinant,determination,determine,determined,determined,0
121,1203,A child in the first grade tends to be ....... all of the other children in the class.,the same old to,the same age than,as old like,the same age as,the same age as,0
121,1204,"....... two waves pass a given point simultaneously, they will have no effect on each other's subsequent motion",So that,They are,That,If,If,0
121,1205,His ....... made him cry.,fearful,fearfulness,fearless,fearlessness,fearfulness,0
121,1206,....... are found on the surface of the moon.,Craters and waterless seas that,When craters and waterless seas,Craters and waterless seas,Since craters and waterless seas,Craters and waterless seas,0
121,1207,Some students set confused ...... having to suffer long and hard years before they attain any level of success,with,in,about,of,about,0
121,1208,An equilateral triangle is a triangle ....... and three angles of equal size.,that have three sides of equal length,it has three sides equally long,that has three sides of equal length,having three equal length sides in it,that has three sides of equal length,0
121,1209,"As a safety measure, the detonator for a nuclear device may be made of ......., each of which is controlled by a different employee",two equipments,two pieces of equipments,two pieces of equipment,two equipment pieces,two pieces of equipment,0
121,1210,Gilbert Stuart is considered by most art critics ....... greatest portrait painter in the North American colonies,that he was,as he was,who was the,the,the,0
122,1211,"Having ..... the topics for their essays, the students were instructed to make either a preliminary outline or a rough draft",chose,chosen,choose,choice,chosen,0
122,1212,"There are twenty species of wild roses in North America, all of which have prickly stems, pinnate leaves, and large flowers, which usually smell ....",sweetly,sweet,sweetness,sweetish,sweet,0
122,1213,Do any of these designs ....... you?,attract,attractive,attractiveness,attractively,attract,0
122,1214,"When friends insist on ....... expensive gifts, it makes most Americans uncomfortable.",them to accept,their accepting,they accepting,they accept,their accepting,0
122,1215,Staying in a hotel costs ....... renting a room in a dormitory for a week.,twice more than,twice as much as,as much twice as,as much as twice,twice as much as,0
122,1216,....... that the English settled in Jamestown.,In 1607 that it was,That in 1607,Because in 1607,It was in 1607,It was in 1607,0
122,1217,Deserts are often formed ....... they are cut off from rain-bearing winds by the surrounding mountain ranges,because,in spite of,so,due to,because,0
122,1218,"Please state your name, age and .......",occupied (v),occupied (adj),occupation,occupational,occupation,0
122,1219,It is important that the TOEFL office ....... an applicant's registration.,will confirm,confirm,confirms,must confirm,confirm,0
122,1220,Many students are so afraid ...... failing that they deny all invitations,at,about,to,of,of,0
123,1221,....... objections to the plan haven't happened,Expectant,Expected,Expect,Expectation,Expected,0
123,1222,Most school-leavers have the ....... to go to work because they want to live independently,keen,keenly,keenness,keener,keenness,0
123,1223,"The native people of the Americans are called Indians because when Columbus landed in the Bahamas in 1492, he thought that he ....... the east Indies.",has reached,has been reached,had been reached,had reached,had reached,0
123,1224,"By 1820, there were over sixty steamboats on the Mississippi river, ...... were quite luxurious",many of them,which many,many of which,many that,many of which,0
123,1225,"Most comets have two kinds of tails, one made up of dust, ...... made up of electrically charged particles called plasma",one another,the other,other ones,each other,the other,0
123,1226,"Although the red cross accepts blood from most donors, the nurses will not ...... you give blood if you have just had a cold",let,leave,want,need,let,0
123,1227,The number of the days in a week ....... seven.,needs,are,need,is,is,0
123,1228,This law is purely ........,prospect,prospects,prospector,prospective,prospective,0
123,1229,"Although a doctor may be able to diagnose a problem ......, he still may not be able to find a drug to which the patient will respond",perfect,perfectible,perfectly,perfection,perfectly,0
123,1230,Some executives require that the secretary ....... responsible for writing all reports as well as for balancing the books,is,be,was,been,be,0
124,1231,A number of ...... submitted their manuscripts under pseudonyms to conceal the fact that they were women,novel,novelist,novels,novelists,novelists,0
124,1232,The result of the experiment was .......,satisfied,satisfaction,satisfactory,satisfactorily,satisfactory,0
124,1233,"What happened in New York ..... a reaction from city workers, including firemen and policemen who had been laid off from their jobs",was,were,is,are,was,0
124,1234,"In purchasing a winter coat, it is very important ....... it on with heavy clothing underneath",for trying,to try,of trying,try,to try,0
124,1235,They thought that he was guilty ...... racial discrimination.,of,with,for,about,of,0
124,1236,"They asked us, Henry and ....., whether we thought that the statistics had been presented fairly and accurately",I,me,mine,my,me,0
124,1237,"Schizophrenia, a behavioral disorder typified by a fundamental break with reality, ....... by genetic predisposition, stress, drugs, or infections",may be triggered,may triggered,may trigger,may be trigger,may be triggered,0
124,1238,"Since infection can cause ..... fever ...... pain, it is a good idea to check a patient's temperature",both / as well as,both / as good as,both / with,both / and,both / and,0
124,1239,Bricks baked in a kiln are much harder ....... that are dried in the sun.,those,than do those,than those,ones,than those,0
124,1240,Factoring is the process of finding two or more expressions whose product is equal ..... the given expression,to,as,with,by,to,0
125,1241,I can't see the ....... of sitting on the beach all day.,attract,attractive,attractiveness,attractively,attractiveness,0
125,1242,To see the statue of liberty and ...... pictures from the top of the empire state building are two reasons for visiting New York city,taking,take,taken,to take,to take,0
125,1243,The prices of homes are ...... high in urban areas that most young people cannot afford to buy them,as,so,such,so as,so,0
125,1244,.... rain or snow there are always more than fifty thousand fans at the football games,Despite,In spite with,Despite of,Despite with,Despite,0
125,1245,You can't ....... to learn a foreign language in a week.,expectant,expected,expect,expectation,expect,0
125,1246,New words are constantly being invented ...... new objects and concepts.,to describe,a description of,they describe,describe,to describe,0
125,1247,"Signor Risponso's fame rested on the breadth of his range, which was ............... any other tenor, living or dead",greater than that of,as large as,more greater,broader than the one of,greater than that of,0
125,1248,"For the first time in the history of the country, the person ..... was recommended by the president to replace a retiring justice on the supreme court is a woman.",which,whose,who,whom,who,0
125,1249,She has ....... the conditions for entry into the college.,satisfied,satisfaction,satisfactory,satisfactorily,satisfied,0
125,1250,"As the demand increases, manufacturers who previously produced only a large, luxury car ..... compelled to make a smaller model in order to compete in the market.",is,are,will,should,are,0
126,1251,"In the relatively short history of industrial ....... in the United States, New York city has played a vital role",developed,development,developing,develop,development,0
126,1252,"Gunpowder, in some ways the most effective of all the explosive materials, ....... a mixture of potassium nitrate, charcoal, and sulfur",were,had been,had,was,was,0
126,1253,"The statement will be spoken just one time; therefore, you must listen very ...... in order to understand what the speaker has said",carefully,careful,care,careless,carefully,0
126,1254,"Mr. Green, along with his friends, ....... arriving here tonight",is,are,was,were,is,0
126,1255,Cold objects emit ............... hot objects,fewer than infrared rays as,fewer infrared rays than,fewer infrared rays as,as fewer infrared rays,fewer infrared rays than,0
126,1256,I'd like you ........................ my family this weekend,meet,to meet,meeting,to meeting,to meet,0
126,1257,Mount Rushmore can be ....................... from more than 100 kilometers away.,see,saw,been seen,seen,seen,0
126,1258,Frost occurs in valleys and on low grounds ...............on adjacent hills.,more frequently as,as frequently than,more frequently than,frequently than,more frequently than,0
126,1259,The job has no ......,prospectively,prospects,prospector,prospective,prospects,0
126,1260,............... that gold was discovered at Sutter's Mill and that the California Gold Rush began,Because in 1848,That in 1848,In 1848 that it was,It was in 1848,It was in 1848,0
127,1261,"Neptune is an extremely cold planet, and ...............",so does Uranus,so has Uranus,so is Uranus,Uranus so,so is Uranus,0
127,1262,"In a new culture, many embarrassing situations occur ................ a misunderstanding.",for,of,because of,because,because of,0
127,1263,A computer is usually chosen because of its simplicity of operation and ease of maintenance ............... its capacity to store information,the same as,the same,as well as,as well,as well as,0
127,1264,Professional people expect you to call them when it is necessary ......... an appointment,to cancel,cancel,canceling,canceled,to cancel,0
127,1265,The salary of a bus driver is much higher ......,in comparison with the salary of a teacher,than a teacher,than that of a teacher,to compare as a teacher,than that of a teacher,0
127,1266,They .......... at this school before they became interpreters.,have taught,had taught,taught,were taught,had taught,0
127,1267,"Money, nor fame, nor wealth ....... brought happiness to everybody.",has,have,is,are,has,0
127,1268,Each learner of English ....... a good dictionary.,needs,need,is,are,needs,0
127,1269,Ann has got two sisters. Both of them ....... married,has,have,is,are,are,0
127,1270,The captain as well as the passengers ....... frightened.,be,been,was,were,was,0
128,1271,She can look back on her career with great .......,satisfied,satisfaction,satisfactory,satisfactorily,satisfaction,0
128,1272,.................... every child in the school passed the swimming test,Near to,Near of,Next to,Nearly,Nearly,0
128,1273,Have we any contingency plans to............. back on if this one fails?,fall,lean,turn,come,fall,0
128,1274,Stopping racial ......... simply by legislation is impossible,tendency,prejudice,obsession,seclusion,prejudice,0
128,1275,David was unhappy ............ his childhood,while,for,during,as,during,0
128,1276,I'm going to the launderette because my washing machine has ..........,gone out,broken down,run down,worn out,broken down,0
128,1277,Patricia couldn't be present at  the meeting as the date ............ with her holidays.,occurred,struck,opposed,clashed,clashed,0
128,1278,"Given the present economic situation, it ............ be best to wait before making further wage demands.",seemed,should,might,ought,should,0
128,1279,"After the meeting, the staff went back to their .......... offices",prospective,respected,respective,perspective,respective,0
128,1280,Joseph had become ............ to scenes of human distress after many years as a doctor.,experienced,hardened,expert,unemotional,hardened,0
129,1281,Not only ............ visit Korea but they plan to stop off in the UK as well,they plan to,they must,will they,are they paying,will they,0
129,1282,"Mike seems very quiet, but it would be a mistake to ............. his intelligence",devalue,depreciate,minimize,underrate,underrate,0
129,1283,We managed to survive a little boy from the burning car in the ............ of time.,tick,wink,nick,brink,nick,0
129,1284,She was forced to get out of the city and had to ............ her children behind,desert,leave,let,abandon,leave,0
129,1285,"She was furious after the argument she had had, and ........... out of the house, slamming the door behind her.",stormed,staggered,trudged,hopped,stormed,0
129,1286,I was ........ to steal the camera when I saw it lying on the table,attracted,tempted,dragged,brought,tempted,0
129,1287,The traffic in town was very ............ and I got home earlier than expected,light,weak,little,few,light,0
129,1288,What a nice coat! And the color ............. you,fits,matches,suits,shows,suits,0
129,1289,We must tell you about our ........... when we first arrived in Paris.,incidents,happenings,events,experience,experience,0
129,1290,"................. I ask him for the money he owes me, he says he will bring it in a few days, but I don't think he has got it at all.",Whenever,However,Whatever,Wherever,Whenever,0
130,1291,The building of the new bridge will ..... as planned,go up,go ahead,go out,go on,go ahead,0
130,1292,When my younger sister was a child she used to want to ........... to play the piano.,know,learn,make,discover,learn,0
130,1293,It was so hot that the ............. in the wood actually dried up last summer,flood,bath,bowl,pond,pond,0
130,1294,All my money is .............. up in the new car I have bought.,connected,trapped,tied,limited,tied,0
130,1295,"Before you sign the contract, ............. in mind that you won't be able to change anything later.",bear,hold,retain,reserve,hold,0
130,1296,"When Grace returned home, he discovered ............. his horror that the pipes had burst and the entire house was flooded.",to,of,at,by,to,0
